54737593	【何同学】有多快？5G在日常使用中的真实体验	429.74900	1	25	16777215	1560099134	0	5d83dfc6	17278938645004288	五年后见
54737593	【何同学】有多快？5G在日常使用中的真实体验	237.88100	1	25	16777215	1560099149	0	c7a8b891	17278946019639298	早期独享带宽当然快，人手一台的时候就慢了。
54737593	【何同学】有多快？5G在日常使用中的真实体验	400.32800	4	25	16777215	1560099169	0	5d78ef42	17278956971491330	五年后见
54737593	【何同学】有多快？5G在日常使用中的真实体验	416.48900	4	25	16777215	1560099126	0	5d78ef42	17278934180167680	 五年后的tzu好
54737593	【何同学】有多快？5G在日常使用中的真实体验	333.85900	1	25	16777215	1560099132	0	fff3abd	17278937341100032	mfc支付可以不联网
54737593	【何同学】有多快？5G在日常使用中的真实体验	453.69600	1	25	16777215	1560099209	0	4b899484	17278977717043204	五年后见
54737593	【何同学】有多快？5G在日常使用中的真实体验	178.18300	4	25	15138834	1560099184	0	6b1b097d	17278964433682432	5G最大的输家不是美国。而是百度云
54737593	【何同学】有多快？5G在日常使用中的真实体验	429.56700	1	25	16777215	1560099230	0	801385e2	17278988694585348	五年后见
54737593	【何同学】有多快？5G在日常使用中的真实体验	281.02000	1	25	15138834	1560099230	0	bc7700ae	17278988821987328	华晨宇门票那个等等我！！！！
54737593	【何同学】有多快？5G在日常使用中的真实体验	421.48800	1	25	16777215	1560099190	0	145f693b	17278967516495876	五年后见！！！！
54737593	【何同学】有多快？5G在日常使用中的真实体验	181.64600	1	25	16777215	1560099191	0	175b00f2	17278968498487300	哈哈哈哈哈哈哈哈哈哈哈
54737593	【何同学】有多快？5G在日常使用中的真实体验	181.99100	5	25	16707842	1560099197	0	a47da21	17278971245756418	太狠了百度云哈哈哈哈哈哈哈哈哈
54737593	【何同学】有多快？5G在日常使用中的真实体验	422.31100	1	25	16777215	1560099275	0	91b0e6e3	17279012228300800	五年后见
54737593	【何同学】有多快？5G在日常使用中的真实体验	421.75300	1	25	16777215	1560099277	0	49ab8384	17279013147377664	五年后见
54737593	【何同学】有多快？5G在日常使用中的真实体验	15.98500	1	25	16777215	1560099253	0	c733516b	17279000832376834	100w！
54737593	【何同学】有多快？5G在日常使用中的真实体验	155.45600	1	25	16777215	1560099256	0	ccdb5636	17279002390560832	等下我就问问没有5G手机也能测?
54737593	【何同学】有多快？5G在日常使用中的真实体验	416.07300	1	25	16777215	1560099336	0	55a8eaab	17279044263870466	5年后见
54737593	【何同学】有多快？5G在日常使用中的真实体验	129.80200	1	25	16777215	1560099351	0	56cbd584	17279052053217282	中国5G!!太快了!!
54737593	【何同学】有多快？5G在日常使用中的真实体验	124.28500	1	25	16777215	1560099358	0	4fd13f9e	17279055927705600	6666
54737593	【何同学】有多快？5G在日常使用中的真实体验	431.95700	5	18	15138834	1560099312	0	4f08254c	17279031990288384	五年后见我叫图图
54737593	【何同学】有多快？5G在日常使用中的真实体验	13.40100	1	25	16777215	1560099401	0	59840135	17279078182158338	700w助攻
54737593	【何同学】有多快？5G在日常使用中的真实体验	420.84000	1	25	15138834	1560099383	0	bc7700ae	17279069100441602	五年后见
54737593	【何同学】有多快？5G在日常使用中的真实体验	415.38700	1	25	16777215	1560099442	0	c1f7bb45	17279099820048386	五年后见
54737593	【何同学】有多快？5G在日常使用中的真实体验	181.29900	1	25	16777215	1560099389	0	1ec492f1	17279071886508034	哈哈哈哈哈哈
54737593	【何同学】有多快？5G在日常使用中的真实体验	285.83300	1	25	16777215	1560099389	0	ccdb5636	17279072059523072	4K电视啊
54737593	【何同学】有多快？5G在日常使用中的真实体验	119.81600	1	25	16777215	1560099487	0	fce60b11	17279123225837572	卧槽
54737593	【何同学】有多快？5G在日常使用中的真实体验	78.01400	1	25	16777215	1560099491	0	59840135	17279125828927492	记住这里的第一次思考
54737593	【何同学】有多快？5G在日常使用中的真实体验	16.83100	1	25	16777215	1560099506	0	68fbf823	17279133355606016	101w了！
54737593	【何同学】有多快？5G在日常使用中的真实体验	351.04400	1	25	16777215	1560099454	0	ccdb5636	17279106157641728	还有人说5G普及很慢，现在看来慢么
54737593	【何同学】有多快？5G在日常使用中的真实体验	145.31400	1	25	16777215	1560099517	0	ac374165	17279139199320064	woc爽啊
54737593	【何同学】有多快？5G在日常使用中的真实体验	146.28500	1	25	16777215	1560099523	0	9b33fd1a	17279142277939202	！！！！！！！！！！！！！！！！！！！！
54737593	【何同学】有多快？5G在日常使用中的真实体验	421.56800	1	25	16777215	1560099591	0	5a7234b1	17279178092052482	五年后见
54737593	【何同学】有多快？5G在日常使用中的真实体验	161.67600	1	25	16777215	1560099592	0	59840135	17279178385129474	可以用手机云游戏3A大作了
54737593	【何同学】有多快？5G在日常使用中的真实体验	51.67900	1	25	16777215	1560099646	0	ad77d5f2	17279206913212416	我来B站再看一遍了
54737593	【何同学】有多快？5G在日常使用中的真实体验	414.61000	1	25	16777215	1560099805	0	ad77d5f2	17279290157039620	五年后见
54737593	【何同学】有多快？5G在日常使用中的真实体验	103.23000	5	25	15138834	1560099807	0	90eb75c8	17279291026309124	缘，妙不可言
54737593	【何同学】有多快？5G在日常使用中的真实体验	413.16700	1	25	16777215	1560099807	0	c7232c3f	17279291172061186	2019。6。10
54737593	【何同学】有多快？5G在日常使用中的真实体验	6.17200	1	25	16777215	1560099834	0	b9860572	17279305346187264	百万
54737593	【何同学】有多快？5G在日常使用中的真实体验	419.41200	1	25	16777215	1560099788	0	8839340b	17279281438130178	五年后再见！
54737593	【何同学】有多快？5G在日常使用中的真实体验	417.43600	1	25	16777215	1560099789	0	fce60b11	17279281860182016	五年后见！
54737593	【何同学】有多快？5G在日常使用中的真实体验	37.97700	1	25	16777215	1560099875	0	fce60b11	17279326665834496	我已经不敢想象五年后是什么样的了
54737593	【何同学】有多快？5G在日常使用中的真实体验	429.79600	1	25	16777215	1560099885	0	9c21ad43	17279331978969092	五年后见！
54737593	【何同学】有多快？5G在日常使用中的真实体验	37.39500	1	25	16777215	1560099926	0	7d154364	17279353649889282	听到你在这上学，立马点赞！
54737593	【何同学】有多快？5G在日常使用中的真实体验	418.67200	1	25	16777215	1560099926	0	16ce499e	17279353675055108	五年后见
54737593	【何同学】有多快？5G在日常使用中的真实体验	178.37700	1	25	16777215	1560099947	0	c0fe1f7	17279364742774784	哈哈哈哈真实
54737593	【何同学】有多快？5G在日常使用中的真实体验	451.36900	1	25	16777215	1560099909	0	19f09515	17279344999137280	五年后见
54737593	【何同学】有多快？5G在日常使用中的真实体验	125.44600	1	25	16777215	1560100034	0	7d154364	17279410474844162	！！！！！！！！！
54737593	【何同学】有多快？5G在日常使用中的真实体验	424.88500	1	25	15138834	1560100056	0	31ad3b56	17279421664722944	一起见证，5年，我等你们
54737593	【何同学】有多快？5G在日常使用中的真实体验	422.85600	1	25	16777215	1560100068	0	dd2c41f7	17279428072570880	五年后见
54737593	【何同学】有多快？5G在日常使用中的真实体验	419.33800	1	25	16777215	1560100077	0	69dba09c	17279432865611780	五年后见
54737593	【何同学】有多快？5G在日常使用中的真实体验	248.67800	1	25	16777215	1560100083	0	fbd34934	17279435856150532	又思考了
54737593	【何同学】有多快？5G在日常使用中的真实体验	421.25600	1	25	16777215	1560100092	0	95359fab	17279440639754240	五年后了
54737593	【何同学】有多快？5G在日常使用中的真实体验	434.17700	1	25	16777215	1560100095	0	a4545e37	17279442186928128	五年后见
54737593	【何同学】有多快？5G在日常使用中的真实体验	299.31700	1	25	16777215	1560100133	0	93b59404	17279462139756548	up好有思想一个人，向你看齐！
54737593	【何同学】有多快？5G在日常使用中的真实体验	449.65700	1	25	14811775	1560100136	0	a4545e37	17279463705280512	五年以后再见！
54737593	【何同学】有多快？5G在日常使用中的真实体验	118.11700	5	25	15138834	1560100136	0	b43d8d9c	17279463820099586	ohhhhhhhhhhhhhh
54737593	【何同学】有多快？5G在日常使用中的真实体验	74.15900	1	25	16777215	1560100110	0	819f9a2f	17279450253099010	痒痒鼠
54737593	【何同学】有多快？5G在日常使用中的真实体验	30.03600	1	25	16777215	1560100184	0	cd46143e	17279489102315520	哈哈哈我曾经也是北邮人  校友啊亲  温都水城走起
54737593	【何同学】有多快？5G在日常使用中的真实体验	121.49800	1	25	16777215	1560100187	0	2bc5b2d7	17279490350120960	瞬间破产
54737593	【何同学】有多快？5G在日常使用中的真实体验	22.70200	1	25	16777215	1560100205	0	582871c1	17279499972902912	我峰，哈哈
